event,timestamp,python3.11,ALL_TASKS,cpu,gpu,cycle,accumulated_time
tokenizer,216.22,0.85,239.06,333,65,0,0.0
tokenizer,221.3,0.76,248.99,167,65,0,221.29999999999998
tokenizer,234.61,0.31,52.83,107,0,0,455.90999999999997
tokenizer,231.78,0.32,104.84,108,0,0,687.69
tokenizer,232.81,80.79,194.47,374,0,0,920.5
tokenizer,230.28,51.16,167.06,265,0,0,1150.78
model load,217.19,0.58,204.17,198,0,0,1367.97
model load,222.83,0.47,135.3,121,0,0,1590.8
model load,235.95,0.35,95.23,110,0,0,1826.75
model load,233.72,0.33,137.54,175,0,0,2060.4700000000003
model load,236.69,7.47,136.12,224,51,0,2297.1600000000003
model load,236.3,120.41,304.23,652,17,0,2533.46
model load,221.35,314.44,15065.9,17543,13,0,2754.8100000000004
model load,218.4,8206.42,8666.02,11310,0,0,2973.21
model load,219.0,3300.93,3849.7,7265,18,0,3192.21
model load,219.0,3611.86,4105.79,8018,100,0,3411.21
model load,217.7,3954.02,4593.06,9398,59,0,3628.9100000000003
model load,219.59,3955.38,4658.49,9459,101,0,3848.5000000000005
model load,219.03,3543.63,4104.81,7976,46,0,4067.53
model load,219.73,4079.03,4628.55,9129,55,0,4287.259999999999
model load,217.82,3480.88,3960.89,8007,77,0,4505.08
model load,218.61,3440.95,4061.57,8046,64,0,4723.69
model load,218.68,2434.79,3392.54,6837,82,0,4942.37
model load,220.22,3063.39,3955.25,7888,23,0,5162.59
model load,218.34,3161.52,3883.08,9297,27,0,5380.929999999999
model load,217.81,2995.37,3743.96,8957,23,0,5598.74
model load,218.64,3165.46,3918.88,9157,69,0,5817.38
model load,218.54,2546.54,3312.84,7541,14,0,6035.92
model load,219.26,3133.08,3876.7,9286,32,0,6255.179999999999
model load,217.7,2961.22,3672.12,8539,9,0,6472.88
model load,217.8,3162.56,3969.35,8884,41,0,6690.679999999999
model load,218.41,2322.46,3074.57,6772,78,0,6909.09
model load,218.8,3097.69,3893.42,9292,9,0,7127.889999999999
model load,218.22,3037.04,4878.48,9944,87,0,7346.11
model load,217.85,2933.89,4044.26,9047,247,0,7563.96
model load,217.97,3160.75,4247.35,10249,252,0,7781.929999999999
model load,218.97,2540.89,3577.46,7905,271,0,8000.900000000001
model load,218.07,3053.75,4146.47,9657,292,0,8218.970000000001
model load,218.67,2713.88,5721.95,10573,266,0,8437.640000000001
model load,219.75,1691.75,4224.86,9884,284,0,8657.390000000001
model load,230.46,2889.75,4208.56,9268,46,0,8887.85
model load,218.22,793.43,3478.22,6544,13,0,9106.070000000002
model load,489.81,2.79,1487.1,3830,50,0,9595.880000000001
model load,489.04,15.35,1794.07,1930,43,0,10084.92
model load,240.05,95.22,3693.38,6836,35,0,10324.970000000001
model load,280.72,344.51,2438.23,3983,433,0,10605.69
model load,221.63,2433.56,4388.63,10120,132,0,10827.320000000002
model load,219.0,2644.8,4203.52,9246,117,0,11046.320000000002
model load,217.87,2784.69,4285.07,10249,123,0,11264.19
model load,220.53,2045.86,5688.86,10343,179,0,11484.720000000001
model load,220.02,690.34,3537.39,6168,862,0,11704.740000000002
model load,218.3,2745.83,7131.59,11012,827,0,11923.04
model load,219.16,1565.06,3194.27,5895,206,0,12142.2
model load,219.54,2942.84,4101.84,9087,146,0,12361.740000000002
model load,217.42,2694.95,3352.17,6904,123,0,12579.16
model load,218.44,2418.5,5666.82,10639,133,0,12797.6
model load,218.17,3087.17,3879.32,9067,101,0,13015.77
model load,218.82,3154.99,3940.63,8838,28,0,13234.59
model load,218.09,294.02,1718.26,2944,37,0,13452.68
model load,224.5,1802.79,3050.81,5880,0,0,13677.18
model load,217.22,2479.34,3024.27,7264,76,0,13894.400000000001
model load,218.17,3187.99,3937.57,9460,9,0,14112.570000000002
model load,219.16,3034.54,4426.88,8669,14,0,14331.730000000001
model load,219.49,2808.7,4158.8,7914,46,0,14551.220000000001
model load,219.39,1012.03,2473.63,4722,73,0,14770.61
model load,219.24,3105.78,4144.59,9574,5,0,14989.85
model load,223.06,158.61,3020.07,5729,9,0,15212.91
model load,403.43,3298.96,2457.66,5471,31,0,15616.34
model load,218.87,3067.54,4079.39,9133,50,0,15835.210000000001
model load,217.54,2832.85,4306.94,8817,37,0,16052.75
model load,219.11,1711.46,3091.52,6586,87,0,16271.860000000002
model load,219.59,816.58,4259.01,7400,9,0,16491.449999999997
model load,219.4,2290.43,3477.75,6595,9,0,16710.85
model load,218.75,2669.72,4111.38,8672,55,0,16929.6
model load,218.48,3169.03,3876.68,9447,14,0,17148.079999999998
model load,217.94,3222.05,4513.33,9361,32,0,17366.02
model load,219.51,827.15,4547.74,8332,23,0,17585.53
model load,216.57,2402.19,3128.16,5813,46,0,17802.1
model load,219.98,1365.86,3729.52,8092,37,0,18022.079999999998
model load,218.25,1258.84,2412.44,3592,50,0,18240.329999999998
model load,217.78,377.07,946.38,895,46,0,18458.11
pipeline load,217.23,0.58,238.4,189,51,0,18675.34
pipeline load,239.85,0.42,124.65,154,51,0,18915.19
pipeline load,231.28,0.37,140.04,147,0,0,19146.469999999998
pipeline load,239.34,0.3,78.84,113,13,0,19385.809999999998
inference,218.15,1038.16,1252.51,1678,0,0,19603.96
inference,218.63,1060.13,1244.93,1674,0,0,19822.59
inference,218.86,1113.76,1353.82,1878,0,0,20041.449999999997
inference,217.95,1060.06,1243.01,1670,279,0,20259.399999999998
inference,218.04,1139.75,27334.95,2266,0,0,20477.44
inference,217.82,1038.73,1304.03,1740,252,0,20695.26
inference,218.76,1151.55,1333.8,1787,37,0,20914.02
inference,217.93,1244.51,1439.18,1913,658,0,21131.949999999997
inference,217.77,1033.93,1311.57,1777,1037,0,21349.719999999998
inference,218.76,1271.74,1491.31,2057,0,0,21568.48
inference,217.94,1033.49,1437.55,1845,1102,0,21786.42
inference,217.71,1228.11,1462.33,1906,0,0,22004.129999999997
inference,217.59,1366.38,1556.77,2041,707,0,22221.719999999998
inference,217.84,1360.34,1583.29,2203,2486,0,22439.559999999998
inference,218.23,1631.21,1986.33,2768,835,0,22657.789999999997
inference,218.2,978.52,1164.1,1581,628,0,22875.989999999998
inference,218.62,1578.57,1780.17,2923,0,0,23094.61
inference,217.6,2747.21,3019.15,4044,2804,0,23312.21
inference,217.77,2082.63,2317.93,3178,1700,0,23529.98
inference,218.39,2667.68,2849.47,3434,7081,0,23748.37
inference,217.64,2749.8,2971.87,3887,7784,0,23966.01
inference,218.42,2629.16,2812.48,3448,7218,0,24184.43
inference,218.39,2669.51,2857.12,3494,6524,0,24402.82
inference,217.38,2745.78,3029.9,3961,8096,0,24620.199999999997
inference,218.07,2458.85,2639.98,3398,6868,0,24838.27
inference,218.01,2836.71,3026.11,3445,7012,0,25056.28
inference,217.64,2621.81,2803.77,3781,8243,0,25273.92
inference,218.34,2581.5,2965.83,3783,6722,0,25492.26
inference,217.75,2705.73,2987.24,4032,6705,0,25710.01
inference,218.77,2501.56,2747.57,3776,7789,0,25928.78
inference,218.15,2897.48,3193.09,3722,6075,0,26146.93
inference,217.76,2490.93,2781.8,3711,8567,0,26364.69
inference,217.88,2658.23,2920.9,3429,6089,0,26582.57
inference,217.15,2651.66,2927.61,3758,7550,0,26799.719999999998
inference,218.08,2589.59,2920.23,3389,6576,0,27017.8
inference,217.39,2679.68,2985.49,3717,7167,0,27235.19
inference,217.95,2550.47,2819.59,3285,6946,0,27453.14
inference,217.04,2688.35,2979.15,3746,6809,0,27670.18
inference,217.9,2476.11,2763.49,3318,7298,0,27888.079999999998
inference,217.32,2780.47,3110.54,3764,6558,0,28105.399999999998
inference,217.97,2436.2,2795.69,3523,7952,0,28323.37
inference,217.27,2806.59,3126.33,3894,6088,0,28540.64
inference,218.19,2322.21,2603.4,3488,8160,0,28758.829999999998
inference,217.97,2943.51,3281.3,3624,6586,0,28976.8
inference,217.59,2437.57,2707.85,3465,8354,0,29194.39
inference,217.98,2789.79,3105.36,3638,5906,0,29412.37
inference,217.84,2431.75,2729.85,3296,7634,0,29630.21
inference,217.53,2665.71,2940.25,3595,5642,0,29847.739999999998
inference,217.83,2449.71,2763.89,3227,6955,0,30065.57
inference,217.61,2504.51,2790.12,3552,7373,0,30283.18
inference,217.97,2770.04,3082.18,3702,5133,0,30501.149999999998
inference,217.83,2355.27,2619.46,3112,7951,0,30718.98
inference,217.46,2592.37,2886.07,3679,6064,0,30936.44
inference,218.14,2813.87,3146.79,3479,6190,0,31154.579999999998
inference,217.55,2301.34,2574.68,3218,7532,0,31372.129999999997
inference,217.14,2665.98,2987.65,3753,5691,0,31589.27
inference,217.78,2648.62,2924.34,3343,6646,0,31807.05
inference,217.23,2408.92,2666.3,3646,7572,0,32024.28
inference,218.17,2689.56,2990.27,3992,5400,0,32242.449999999997
inference,218.04,2570.72,2864.64,3371,7164,0,32460.489999999998
inference,217.63,2493.14,2769.79,3492,7503,0,32678.119999999995
inference,217.22,2658.48,2944.46,3595,4940,0,32895.34
inference,217.79,2511.56,2873.85,3393,7472,0,33113.13
inference,218.16,2539.86,2963.43,3653,7402,0,33331.29
inference,216.89,2721.1,3022.6,3642,5024,0,33548.18
inference,217.87,2375.59,2650.57,3162,7695,0,33766.049999999996
inference,217.79,2575.63,2871.69,3554,7275,0,33983.84
inference,217.42,2659.37,2858.37,3500,5542,0,34201.26
inference,218.12,2414.82,2598.64,2998,7635,0,34419.38
inference,218.42,2518.84,2750.28,3480,6831,0,34637.799999999996
inference,218.39,2775.11,2961.59,3521,5604,0,34856.19
inference,218.72,2301.15,2479.41,3018,7638,0,35074.909999999996
inference,217.55,2497.51,2681.56,3489,6922,0,35292.46
inference,218.26,2788.83,3015.45,3578,5888,0,35510.72
inference,218.36,2309.45,2583.64,3119,7729,0,35729.08
inference,217.78,2554.34,2832.34,3655,6805,0,35946.86
inference,218.31,2812.7,2995.56,3523,6056,0,36165.17
inference,218.37,2163.52,2356.53,2899,7801,0,36383.54
inference,218.0,2603.58,2828.25,3454,6672,0,36601.54
inference,218.16,2617.74,2801.0,3424,6592,0,36819.7
inference,218.05,2259.26,2439.87,2935,7847,0,37037.75
inference,217.68,2622.1,2803.64,3418,6242,0,37255.43
inference,218.31,2607.92,2846.46,3293,6803,0,37473.74
inference,217.65,2077.23,2280.27,2904,7979,0,37691.39
inference,218.91,2478.38,2656.44,3284,6065,0,37910.299999999996
inference,218.2,2453.97,2650.44,3368,4947,0,38128.5
inference,217.93,2590.82,2780.17,3418,5687,0,38346.43
inference,218.03,2615.73,2884.15,3568,6713,0,38564.46
inference,218.22,2455.82,2636.04,3015,6719,0,38782.68
inference,217.72,2242.66,2464.81,3160,6599,0,39000.4
inference,218.42,2458.48,2645.32,3310,5916,0,39218.82
inference,217.75,2502.05,2756.16,3417,5274,0,39436.57
inference,217.78,2469.32,2698.43,3357,5442,0,39654.35
inference,218.2,2600.12,3445.82,4056,6309,0,39872.549999999996
inference,218.47,2599.49,2780.03,3332,6577,0,40091.02
inference,218.12,2297.72,2481.2,2875,6573,0,40309.14
inference,217.87,2113.2,2377.05,3066,7024,0,40527.01
inference,219.08,2478.25,2660.43,3318,5490,0,40746.09
inference,218.39,2424.05,2613.49,3283,5350,0,40964.479999999996
inference,218.4,2430.59,2637.25,3338,5376,0,41182.88
inference,217.52,2525.9,2707.06,3319,5444,0,41400.4
inference,218.12,2485.98,2708.53,3333,6882,0,41618.52
inference,218.08,2624.02,2802.32,3315,6611,0,41836.6
inference,218.14,2336.49,2557.93,2993,6548,0,42054.74
inference,217.69,2243.06,2418.46,3069,6716,0,42272.43
inference,218.65,2499.25,2681.41,3293,5972,0,42491.08
inference,218.22,2478.28,2660.65,3309,5461,0,42709.299999999996
inference,218.1,2523.31,2706.44,3347,5504,0,42927.4
inference,217.55,2398.66,2636.27,3333,5598,0,43144.95
inference,218.19,2648.07,2830.21,3318,6670,0,43363.14
inference,218.38,2557.73,2751.01,3384,6600,0,43581.52
inference,218.52,2485.06,2659.81,3080,6571,0,43800.04
inference,218.7,2216.88,2829.13,3242,6974,0,44018.74
inference,217.97,2289.04,2564.7,3225,6264,0,44236.71
inference,219.18,2353.67,2546.5,3253,5836,0,44455.89
inference,218.12,2482.63,2668.49,3260,5553,0,44674.01
inference,217.66,2392.33,2578.01,3267,5602,0,44891.67
inference,217.86,2512.54,2729.48,3319,5678,0,45109.53
inference,217.53,2519.46,2703.64,3314,6160,0,45327.06
inference,218.18,2509.58,2740.23,3318,6574,0,45545.24
inference,218.22,2509.63,2696.76,3281,6568,0,45763.46
inference,218.16,2384.5,2568.82,3200,6530,0,45981.619999999995
inference,217.84,2396.6,2586.2,3016,6573,0,46199.46
inference,217.65,2239.41,2425.63,3138,6606,0,46417.11
inference,218.79,2407.17,2627.55,3318,6350,0,46635.9
inference,218.83,2466.81,2651.96,3258,5713,0,46854.729999999996
inference,218.23,2482.22,2719.66,3350,5685,0,47072.96
inference,218.66,2437.79,2622.4,3270,5806,0,47291.619999999995
inference,217.86,2444.09,2790.51,3475,5790,0,47509.479999999996
inference,218.06,2503.18,2903.69,3357,6738,0,47727.54
inference,219.31,2564.53,2892.56,3548,6659,0,47946.85
inference,218.23,2404.06,2592.02,3308,6671,0,48165.08
inference,218.01,2511.29,2699.44,3078,6635,0,48383.09
inference,217.52,2248.69,2498.99,3108,6724,0,48600.61
inference,218.12,2254.81,2439.84,3182,7140,0,48818.729999999996
inference,218.97,2440.27,2652.17,3311,5855,0,49037.7
inference,218.34,2441.38,2626.81,3284,5891,0,49256.04
inference,218.51,2435.12,2663.22,3350,5844,0,49474.549999999996
inference,219.22,2457.14,2651.24,3275,5931,0,49693.77
inference,218.38,2426.61,2621.75,3260,5912,0,49912.15
inference,218.78,2392.93,2613.59,3341,6599,0,50130.93
inference,218.63,2486.35,2694.95,3284,6751,0,50349.56
inference,218.82,2516.3,2705.05,3281,7117,0,50568.38
inference,218.46,2549.32,2736.51,3241,6690,0,50786.84
inference,218.31,2277.29,2519.34,3078,6770,0,51005.15
inference,218.25,2225.28,2413.36,3120,6839,0,51223.4
inference,218.99,2358.52,2572.15,3283,6602,0,51442.39
inference,219.4,2371.43,2563.26,3186,6023,0,51661.79
inference,218.64,2324.3,2515.96,3238,5934,0,51880.43
inference,219.19,2446.49,2665.97,3257,5978,0,52099.619999999995
inference,219.14,2372.85,2561.12,3217,6063,0,52318.76
inference,218.52,2482.35,2666.12,3254,6571,0,52537.28
inference,218.6,2483.55,2668.36,3248,6851,0,52755.88
inference,218.44,2338.56,2574.84,3305,6839,0,52974.32
inference,218.56,2508.15,2694.44,3258,6881,0,53192.88
inference,218.56,2344.27,2528.54,2947,7298,0,53411.44
inference,218.02,2228.13,2413.53,3014,6895,0,53629.46
inference,218.75,2300.28,2484.09,3227,6935,0,53848.21
inference,219.57,2335.89,2563.55,3302,6185,0,54067.78
inference,219.12,2431.32,2619.29,3204,6144,0,54286.9
inference,219.12,2370.14,2585.02,3331,6097,0,54506.02
inference,217.95,2393.31,3515.05,3556,6111,0,54723.97
inference,218.27,2401.15,2597.02,3230,6364,0,54942.24
inference,218.78,2323.6,2517.72,3236,7092,0,55161.02
inference,218.95,2453.25,2641.33,3220,6938,0,55379.97
inference,218.75,2464.97,2679.01,3259,6915,0,55598.72
inference,218.61,2436.53,2628.03,3138,7241,0,55817.33
inference,218.35,2175.9,2386.2,3087,6967,0,56035.68
inference,218.06,2172.52,2364.06,2953,6984,0,56253.74
inference,219.37,2257.64,2493.37,3273,7122,0,56473.11
inference,219.64,2293.7,2500.51,3196,6460,0,56692.75
inference,219.14,2385.3,2576.94,3176,6206,0,56911.89
inference,219.0,2251.73,2442.96,3160,6252,0,57130.89
inference,219.39,2394.3,2585.15,3163,6224,0,57350.28
inference,218.37,2252.07,2482.3,3219,6326,0,57568.65
inference,218.49,2431.69,2615.3,3195,6864,0,57787.14
inference,219.18,2434.57,2629.37,3189,7470,0,58006.32
tokenizer,217.08,0.91,229.43,221,5,1,0.0
tokenizer,222.47,0.78,156.6,126,5,1,222.47
tokenizer,237.09,0.3,88.97,118,0,1,459.55999999999995
tokenizer,235.51,0.33,99.22,123,0,1,695.0699999999999
tokenizer,237.42,142.85,223.23,417,0,1,932.4899999999999
model load,218.51,0.72,976.11,1071,9,1,1151.0
model load,227.08,0.57,107.45,137,9,1,1378.0800000000002
model load,233.55,0.32,129.65,158,0,1,1611.63
model load,237.94,0.39,73.15,118,51,1,1849.5700000000002
model load,235.18,27.83,182.23,281,0,1,2084.75
model load,236.4,342.75,12376.92,14594,26,1,2321.15
model load,218.64,9410.57,9767.83,11960,0,1,2539.79
model load,217.39,3695.36,4176.08,8170,18,1,2757.1800000000003
model load,218.89,3769.87,4298.79,8397,78,1,2976.07
model load,218.11,3786.0,4352.72,8963,82,1,3194.1800000000003
model load,218.72,4034.38,4540.29,9432,96,1,3412.9
model load,217.6,3576.0,4629.62,8727,64,1,3630.5
model load,219.35,4069.01,4684.57,9391,41,1,3849.85
model load,218.22,3531.46,4071.22,8148,68,1,4068.0699999999997
model load,218.74,3656.05,4222.39,8709,115,1,4286.81
model load,217.75,3504.46,3964.98,7954,73,1,4504.56
model load,218.31,4103.96,4686.99,9716,60,1,4722.87
model load,218.38,3537.82,4008.53,7890,55,1,4941.25
model load,218.78,4741.36,5295.23,9119,60,1,5160.03
model load,217.59,3471.57,3943.64,7684,137,1,5377.62
model load,217.8,3855.97,4565.69,9320,51,1,5595.42
model load,218.17,3504.25,3967.12,8003,133,1,5813.59
model load,218.13,4014.83,4592.49,9137,64,1,6031.72
model load,218.22,3058.33,3809.2,7185,60,1,6249.9400000000005
model load,217.36,3186.25,3902.51,9321,60,1,6467.3
model load,217.01,2923.1,3802.66,9119,23,1,6684.31
model load,217.82,3024.59,3924.37,8273,74,1,6902.13
model load,217.56,3131.98,3859.32,8866,18,1,7119.6900000000005
model load,217.29,2300.18,2976.89,6231,37,1,7336.9800000000005
model load,218.35,2500.63,3077.2,6549,23,1,7555.33
model load,217.16,2417.67,3156.63,6848,64,1,7772.49
model load,220.56,2684.07,3769.0,8569,28,1,7993.049999999999
model load,219.09,2127.02,3954.7,10238,63,1,8212.14
model load,328.17,386.14,1990.71,3516,23,1,8540.31
model load,217.33,98.49,1728.05,4657,6,1,8757.64
model load,561.84,616.27,1971.97,3295,32,1,9319.48
model load,218.75,1976.01,2974.59,6025,18,1,9538.23
model load,229.1,1660.58,2596.35,5709,14,1,9767.33
model load,217.11,3017.97,3696.24,9364,26,1,9984.44
model load,217.29,3153.51,3952.65,9218,14,1,10201.73
model load,217.25,3157.36,3959.78,8580,92,1,10418.98
model load,218.75,2493.92,3175.44,7104,23,1,10637.73
model load,216.99,3065.05,3959.21,9337,27,1,10854.72
model load,217.78,3173.04,4111.31,9170,23,1,11072.5
model load,218.89,3214.12,3990.55,9315,69,1,11291.39
model load,219.61,1358.74,3169.1,7113,37,1,11511.0
model load,284.05,884.19,1966.99,3932,36,1,11795.050000000001
model load,221.22,1732.57,3259.76,6654,0,1,12016.27
model load,261.28,2207.07,2826.5,6893,50,1,12277.550000000001
model load,221.06,4734.1,5359.37,8084,23,1,12498.61
model load,217.19,1879.42,2879.7,4029,86,1,12715.800000000001
model load,217.67,1693.99,1975.86,2343,41,1,12933.47
pipeline load,217.13,0.5,225.06,170,64,1,13150.6
pipeline load,231.92,0.41,80.66,116,64,1,13382.52
pipeline load,233.73,0.47,94.38,116,0,1,13616.25
pipeline load,236.31,0.36,87.2,114,0,1,13852.56
inference,218.04,1119.98,1381.63,1853,0,1,14070.6
inference,217.08,998.08,1217.3,1649,0,1,14287.68
inference,217.83,1081.55,1263.27,1749,0,1,14505.51
inference,217.56,1089.54,1271.76,1705,243,1,14723.07
inference,217.55,1144.01,1626.3,2197,0,1,14940.62
inference,217.94,963.81,1391.92,1808,234,1,15158.56
inference,218.37,1356.85,1536.65,2029,55,1,15376.93
inference,217.56,1137.39,1327.79,1719,1987,1,15594.49
inference,218.8,1193.57,1449.89,1942,515,1,15813.29
inference,217.76,1014.49,1248.18,1727,644,1,16031.050000000001
inference,217.73,1996.49,2181.58,3036,37,1,16248.78
inference,218.53,2485.89,2683.45,3972,5181,1,16467.309999999998
inference,218.33,2780.42,3073.92,3614,2645,1,16685.64
inference,217.68,2956.53,3142.37,3625,7841,1,16903.32
inference,218.3,2605.77,2834.0,3394,7810,1,17121.62
inference,218.32,2649.43,2836.57,3307,6802,1,17339.94
inference,216.95,2908.12,3323.15,3895,7265,1,17556.89
inference,218.26,2567.87,3139.67,3762,8347,1,17775.149999999998
inference,218.42,2588.12,2770.01,3209,6758,1,17993.57
inference,217.29,2850.66,3043.45,3590,7092,1,18210.859999999997
inference,218.3,2580.01,2760.07,3202,8136,1,18429.16
inference,218.14,2617.99,2830.23,3232,6848,1,18647.3
inference,217.42,2791.58,3118.63,3712,7385,1,18864.719999999998
inference,218.46,2534.79,2998.22,3744,7893,1,19083.179999999997
inference,218.06,2917.01,3103.64,3462,6107,1,19301.239999999998
inference,217.87,2486.33,2675.39,3273,8218,1,19519.109999999997
inference,218.4,2632.69,2815.18,3205,6242,1,19737.51
inference,217.74,2827.0,3005.97,3513,7848,1,19955.25
inference,218.25,2559.29,2778.71,3203,6563,1,20173.5
inference,217.24,2830.91,3016.59,3581,7235,1,20390.739999999998
inference,218.34,2538.54,2772.66,3192,7545,1,20609.079999999998
inference,217.87,2723.69,2910.74,3502,6371,1,20826.949999999997
inference,218.19,2532.88,2960.44,3612,8051,1,21045.14
inference,218.0,2914.35,3094.06,3390,6284,1,21263.14
inference,217.79,2490.56,2668.84,3288,8307,1,21480.929999999997
inference,218.18,2593.82,2808.51,3190,6332,1,21699.109999999997
inference,218.09,2623.5,2806.28,3466,8328,1,21917.199999999997
inference,218.41,2592.05,2778.71,3159,6772,1,22135.609999999997
inference,217.91,2760.04,2942.54,3451,7339,1,22353.519999999997
inference,218.49,2483.99,2721.39,3131,6851,1,22572.01
inference,217.68,2646.0,2837.44,3381,7405,1,22789.69
inference,218.0,2789.1,3111.99,3610,5393,1,23007.69
inference,218.1,2335.36,2511.24,2930,8124,1,23225.789999999997
inference,217.38,2784.17,2964.95,3432,5617,1,23443.17
inference,218.2,2472.81,2701.54,3093,6955,1,23661.37
inference,218.29,2530.47,2717.42,3303,7539,1,23879.66
inference,217.36,2788.48,2969.03,3455,5062,1,24097.019999999997
inference,218.08,2364.85,2545.96,2944,7692,1,24315.1
inference,217.87,2672.77,2897.72,3424,6617,1,24532.969999999998
inference,217.96,2657.52,2847.36,3368,6297,1,24750.929999999997
inference,218.02,2413.98,2599.54,3009,7598,1,24968.949999999997
inference,217.98,2665.99,2904.23,3459,5720,1,25186.929999999997
inference,218.49,2679.94,2858.6,3167,6730,1,25405.42
inference,217.42,2447.57,2626.21,3252,7639,1,25622.84
inference,217.71,2700.42,2881.81,3445,5344,1,25840.55
inference,217.99,2506.59,2738.26,3129,7519,1,26058.539999999997
inference,218.53,2598.08,2785.19,3373,7377,1,26277.07
inference,217.12,2644.85,2822.89,3486,5176,1,26494.19
inference,218.57,2439.66,2667.14,3006,7710,1,26712.76
inference,218.25,2493.52,2676.8,3363,7092,1,26931.01
inference,218.1,2792.87,2973.96,3457,5485,1,27149.109999999997
inference,217.89,2320.97,2496.29,2928,8134,1,27367.0
inference,218.02,2599.77,2904.18,3591,6439,1,27585.019999999997
inference,218.14,2743.69,2921.54,3461,6192,1,27803.16
inference,218.68,2412.71,2696.21,3137,7743,1,28021.84
inference,217.08,2634.89,2855.03,3460,6343,1,28238.92
inference,217.81,2811.8,2990.45,3319,6408,1,28456.73
inference,217.74,2261.1,2487.95,3146,8269,1,28674.469999999998
inference,217.74,2635.53,2819.9,3426,5823,1,28892.21
inference,218.09,2676.51,2989.98,3471,7192,1,29110.3
inference,217.64,2387.36,2565.38,3230,7946,1,29327.94
inference,217.27,2693.57,2910.02,3447,5546,1,29545.21
inference,218.14,2318.39,2495.66,2934,7751,1,29763.35
inference,218.46,2468.78,2650.75,3342,7793,1,29981.809999999998
inference,217.79,2757.18,2984.2,3503,5864,1,30199.6
inference,218.17,2267.66,2448.17,2888,8035,1,30417.769999999997
inference,218.33,2543.54,2737.42,3394,6971,1,30636.1
inference,217.91,2602.19,2777.93,3359,6183,1,30854.01
inference,218.18,2563.33,2815.09,3282,6792,1,31072.19
inference,218.86,2283.1,2462.71,2851,6366,1,31291.05
inference,218.66,2389.22,2662.65,3284,6703,1,31509.71
inference,217.82,2508.65,2831.26,3475,5483,1,31727.53
inference,217.58,2479.21,2687.89,3305,5372,1,31945.109999999997
inference,217.3,2599.74,2817.69,3387,5621,1,32162.41
inference,217.95,2616.54,2804.36,3349,6724,1,32380.359999999997
inference,217.97,2465.35,2699.7,3129,6713,1,32598.33
inference,216.85,2194.24,2516.9,3500,6776,1,32815.18
inference,218.28,2489.55,2983.01,3326,6271,1,33033.46
inference,217.98,2429.78,2613.22,3248,5346,1,33251.439999999995
inference,218.07,2550.71,2760.93,3329,5367,1,33469.509999999995
inference,217.79,2494.27,2743.64,3407,6094,1,33687.299999999996
inference,217.97,2557.0,2744.35,3312,6672,1,33905.27
inference,217.96,2524.2,2749.09,3124,6648,1,34123.229999999996
inference,217.83,2194.76,2401.2,3048,6735,1,34341.06
inference,218.72,2423.0,2603.45,3283,6445,1,34559.78
inference,217.86,2534.34,2710.54,3273,5432,1,34777.64
inference,218.37,2505.88,2687.94,3288,5481,1,34996.01
inference,217.12,2492.37,2725.45,3325,5582,1,35213.13
