event,timestamp,python3.11,ALL_TASKS,cpu,gpu,cycle,accumulated_time
inference,217.23,2626.7,2806.03,3411,7598,3,25102.489999999998
inference,217.07,2746.54,2925.22,3483,4981,3,25319.559999999998
inference,218.1,2449.49,2634.17,2985,7749,3,25537.66
inference,217.86,2664.92,2905.0,3429,7015,3,25755.52
inference,218.02,2726.76,2905.47,3504,5894,3,25973.539999999997
inference,218.1,2377.0,2594.94,3003,7678,3,26191.64
inference,217.87,2639.73,2828.58,3415,6424,3,26409.51
inference,218.25,2773.66,2975.43,3473,6040,3,26627.76
inference,217.9,2332.26,2519.06,2960,7615,3,26845.66
inference,217.62,2659.29,2837.93,3405,6352,3,27063.28
inference,218.1,2836.29,3072.22,3448,6626,3,27281.379999999997
inference,218.27,2276.19,2454.93,3037,7744,3,27499.649999999998
inference,217.8,2651.09,2873.13,3485,5860,3,27717.45
inference,218.34,2673.77,2910.0,3325,6910,3,27935.789999999997
inference,217.35,2372.96,2559.44,3230,7772,3,28153.14
inference,217.8,2746.8,2932.28,3471,5710,3,28370.94
inference,218.14,2597.48,2853.93,3241,7162,3,28589.079999999998
inference,217.41,2453.7,2741.54,3431,8201,3,28806.489999999998
inference,217.38,2643.47,2826.68,3464,5262,3,29023.87
inference,218.33,2491.9,2671.84,2995,7821,3,29242.2
inference,218.24,2562.63,2743.7,3423,7621,3,29460.44
inference,217.58,2826.51,3040.46,3562,5553,3,29678.02
inference,218.13,2235.41,2421.42,2907,8061,3,29896.149999999998
inference,218.11,2570.85,2751.04,3411,7202,3,30114.26
inference,217.82,2800.01,3045.59,3535,6460,3,30332.079999999998
inference,217.7,2270.95,2526.43,3124,8080,3,30549.78
inference,217.29,2586.72,2795.86,3438,6472,3,30767.07
inference,217.91,2712.3,2900.8,3189,7004,3,30984.98
inference,217.43,2285.0,2504.43,3146,8100,3,31202.41
inference,217.59,2492.54,2670.64,3323,6057,3,31420.0
inference,217.81,2646.04,2925.13,3434,5354,3,31637.809999999998
inference,218.55,2585.93,2892.04,3436,6859,3,31856.36
inference,218.45,2644.47,2831.96,3227,6822,3,32074.809999999998
inference,217.65,2162.37,2352.13,3000,6798,3,32292.46
inference,218.15,2614.73,2801.21,3369,6216,3,32510.61
inference,217.37,2548.78,2761.44,3372,5340,3,32727.98
inference,217.68,2500.86,2691.46,3358,5465,3,32945.66
inference,218.13,2647.05,2833.63,3356,6202,3,33163.79
inference,217.41,2589.7,2783.57,3362,7166,3,33381.200000000004
inference,218.59,2325.66,2506.58,2887,6688,3,33599.79
inference,217.79,2373.56,2609.41,3292,6720,3,33817.58
inference,218.44,2430.34,2619.77,3278,5634,3,34036.020000000004
inference,218.09,2542.15,2734.11,3292,5425,3,34254.11
inference,217.44,2555.54,2741.34,3316,5493,3,34471.55
inference,218.1,2502.04,2723.5,3379,6908,3,34689.65
inference,218.15,2669.49,2860.04,3383,6777,3,34907.8
inference,218.06,2361.17,2537.4,2912,6702,3,35125.86
inference,217.56,2301.88,2478.15,3153,6727,3,35343.420000000006
inference,218.33,2549.27,2727.44,3307,5833,3,35561.75
inference,217.52,2492.41,2723.8,3319,5515,3,35779.270000000004
inference,217.93,2504.71,2684.2,3327,5646,3,35997.200000000004
inference,217.4,2515.81,2695.0,3339,6121,3,36214.600000000006
inference,218.29,2672.15,2852.47,3358,6762,3,36432.89
inference,218.24,2516.49,2726.73,3354,6743,3,36651.130000000005
inference,217.8,2397.16,2576.41,2911,6763,3,36868.93
inference,217.52,2292.59,2471.28,3144,6772,3,37086.450000000004
inference,218.4,2451.58,2679.15,3251,5986,3,37304.850000000006
inference,216.93,2281.11,2616.03,3301,5636,3,37521.780000000006
inference,217.76,2399.68,2636.16,3329,5661,3,37739.54
inference,218.29,2559.23,2740.44,3257,5731,3,37957.83
inference,217.29,2525.17,2741.25,3350,5960,3,38175.12
inference,217.99,2529.12,2707.01,3303,6751,3,38393.11
inference,217.88,2537.16,2717.49,3314,6688,3,38610.990000000005
inference,218.11,2539.51,2747.9,3191,6701,3,38829.100000000006
inference,217.58,2245.96,2422.25,2969,6685,3,39046.68
inference,217.87,2340.91,2561.57,3241,7183,3,39264.55
inference,218.8,2403.97,2582.72,3272,5866,3,39483.350000000006
inference,218.76,2492.98,2673.66,3273,5722,3,39702.11
inference,217.88,2531.39,2717.56,3300,5741,3,39919.990000000005
inference,217.94,2472.09,2648.07,3322,5792,3,40137.93
inference,217.59,2519.65,2753.27,3323,6025,3,40355.520000000004
inference,217.84,2563.87,2739.48,3323,7197,3,40573.36
inference,217.95,2558.24,2746.91,3326,6743,3,40791.310000000005
inference,217.87,2548.46,2725.65,3185,6758,3,41009.18
inference,217.74,2233.26,2454.65,3017,6779,3,41226.920000000006
inference,217.68,2245.32,2427.25,3101,6880,3,41444.600000000006
inference,218.69,2467.17,2670.82,3302,6363,3,41663.29
inference,218.19,2420.59,2601.04,3254,5922,3,41881.48
inference,218.07,2418.27,2599.52,3242,5880,3,42099.55
inference,218.33,2503.15,2711.06,3284,5897,3,42317.880000000005
inference,217.65,2452.33,2634.96,3267,6041,3,42535.530000000006
inference,218.57,2552.49,2729.49,3326,6708,3,42754.100000000006
inference,218.27,2587.37,2770.66,3363,6849,3,42972.37
inference,218.03,2527.95,2752.49,3334,7257,3,43190.4
inference,217.88,2423.07,2595.79,3052,6871,3,43408.280000000006
inference,217.16,2251.87,2432.41,3002,6852,3,43625.44
inference,218.03,2308.71,2506.89,3201,6930,3,43843.47
inference,219.05,2301.31,2485.12,3136,6173,3,44062.520000000004
inference,218.41,2412.37,2620.49,3292,5976,3,44280.93
inference,217.95,2414.32,2594.91,3225,6076,3,44498.880000000005
inference,218.38,2499.6,2733.18,3324,6029,3,44717.26
inference,218.64,2382.36,2565.93,3224,6113,3,44935.9
inference,217.89,2505.23,2713.16,3309,6380,3,45153.79
inference,218.38,2369.15,2558.93,3210,6990,3,45372.170000000006
inference,218.92,2517.34,2699.93,3257,7139,3,45591.090000000004
inference,218.51,2496.29,2688.73,3277,6865,3,45809.600000000006
inference,218.7,2354.15,2535.59,2972,6915,3,46028.3
inference,217.85,2233.98,2465.92,3053,6964,3,46246.15
inference,218.54,2298.43,2482.32,3180,7455,3,46464.69
inference,219.61,2383.69,2600.12,3315,6122,3,46684.3
inference,218.72,2439.27,2715.75,3297,6161,3,46903.020000000004
inference,218.13,2381.01,2609.32,3292,6186,3,47121.15
inference,218.87,2363.98,2605.67,3276,6166,3,47340.020000000004
inference,217.85,2425.85,2610.39,3241,6492,3,47557.87
inference,218.3,2511.0,2700.56,3262,7009,3,47776.170000000006
inference,218.24,2353.62,2535.17,3244,6990,3,47994.41
inference,218.5,2474.76,2718.89,3313,7020,3,48212.91
inference,218.44,2489.11,2672.42,3145,7556,3,48431.350000000006
inference,218.69,2250.54,2435.07,2954,7027,3,48650.04
inference,218.35,2184.21,2372.72,3055,7133,3,48868.39
inference,219.49,2323.4,2497.3,3176,6824,3,49087.880000000005
inference,219.8,2300.29,2521.31,3208,6223,3,49307.68
inference,218.55,2325.06,2515.98,3162,6315,3,49526.23
inference,219.02,2454.6,2642.65,3228,6282,3,49745.25
inference,218.57,2325.8,2512.66,3157,6301,3,49963.82
inference,217.7,2315.23,2856.36,3284,6867,3,50181.520000000004
inference,218.21,2518.0,3839.68,4734,7129,3,50399.73
inference,218.71,2359.32,2550.88,3246,7048,3,50618.44
inference,218.33,2491.8,2690.6,3252,7078,3,50836.770000000004
inference,218.73,2389.73,3033.06,4211,7113,3,51055.5
inference,219.41,2429.31,3027.73,3605,7443,3,51274.91
inference,217.94,2184.74,2373.21,2964,7005,3,51492.850000000006
tokenizer,216.63,0.65,186.4,129,0,4,0.0
tokenizer,234.21,0.5,115.64,141,0,4,234.21000000000004
tokenizer,239.94,0.31,77.5,113,34,4,474.15
tokenizer,231.54,0.33,93.02,125,0,4,705.6899999999999
tokenizer,234.8,88.13,194.37,230,0,4,940.4899999999999
tokenizer,230.59,202.53,314.53,538,0,4,1171.08
model load,216.63,0.53,194.85,138,0,4,1387.71
model load,236.88,0.38,98.63,144,0,4,1624.5900000000001
model load,233.22,0.36,113.19,120,30,4,1857.81
model load,235.15,0.38,79.41,115,0,4,2092.96
model load,233.62,7.86,132.87,158,0,4,2326.58
model load,237.49,116.38,177.91,619,26,4,2564.0699999999997
model load,220.6,313.37,15624.24,17928,0,4,2784.67
model load,217.91,8368.32,8797.24,10936,0,4,3002.58
model load,217.22,3423.38,3885.49,7753,32,4,3219.7999999999997
model load,218.24,3635.74,4149.28,7771,83,4,3438.04
model load,218.42,4125.79,4724.48,9596,73,4,3656.46
model load,217.96,4045.36,4583.7,9126,96,4,3874.42
model load,217.66,3776.89,4262.15,8784,64,4,4092.08
model load,219.45,3772.38,4333.92,8435,60,4,4311.53
model load,217.47,3791.49,4373.14,8944,105,4,4529.0
model load,217.88,4198.47,4698.46,9675,74,4,4746.88
model load,218.32,3591.52,4071.31,7691,64,4,4965.2
model load,217.62,4045.17,4653.18,9475,73,4,5182.82
model load,217.88,3218.63,3688.04,7270,124,4,5400.7
model load,219.24,4199.11,4762.92,9574,73,4,5619.94
model load,218.49,3536.0,4054.65,7950,87,4,5838.43
model load,218.17,4053.98,4605.56,9250,69,4,6056.599999999999
model load,217.1,3565.48,4120.51,8052,96,4,6273.7
model load,217.49,4084.42,4627.49,9688,111,4,6491.19
model load,219.39,3270.41,3863.21,7671,74,4,6710.58
model load,218.68,3184.63,3981.42,9503,77,4,6929.26
model load,217.03,3142.87,4023.04,9367,14,4,7146.29
model load,218.15,3232.28,3979.33,8806,65,4,7364.44
model load,219.01,2996.63,3726.76,8794,50,4,7583.45
model load,217.92,2802.73,3600.47,7921,32,4,7801.37
model load,216.74,1782.67,2282.81,4434,28,4,8018.11
model load,216.81,3027.83,4045.78,8722,55,4,8234.92
model load,217.05,2362.58,3842.43,9210,0,4,8451.970000000001
model load,218.24,1383.52,3156.78,7221,51,4,8670.210000000001
model load,255.11,28.28,3770.8,6672,27,4,8925.320000000002
model load,630.1,1640.37,1041.22,2254,43,4,9555.42
model load,217.15,2974.79,3722.8,8321,5,4,9772.570000000002
model load,217.63,643.37,2278.73,4200,32,4,9990.2
model load,218.6,2689.78,5589.52,10361,0,4,10208.800000000001
model load,216.83,3230.59,4005.3,9745,91,4,10425.630000000001
model load,217.73,3200.35,4082.89,9645,14,4,10643.36
model load,219.38,3099.27,3850.24,8483,37,4,10862.740000000002
model load,216.77,2562.5,3407.28,7976,32,4,11079.51
model load,218.18,3192.92,4082.13,8983,32,4,11297.69
model load,217.6,4794.93,5384.3,7808,82,4,11515.29
model load,217.52,61.89,1966.29,3646,101,4,11732.810000000001
model load,306.42,154.95,1378.2,2056,32,4,12039.230000000001
model load,217.82,4131.2,4566.18,5977,16,4,12257.050000000001
model load,218.42,2410.34,3496.23,7801,101,4,12475.470000000001
model load,231.67,728.39,2076.94,3893,23,4,12707.140000000001
model load,219.21,3253.43,4032.79,9544,56,4,12926.35
model load,217.96,2827.07,3928.46,8914,14,4,13144.310000000001
model load,217.83,477.86,901.05,1180,87,4,13362.140000000001
pipeline load,216.61,0.64,210.93,166,0,4,13578.750000000002
pipeline load,236.99,0.59,153.54,338,0,4,13815.740000000002
pipeline load,230.52,0.65,203.91,247,55,4,14046.26
pipeline load,235.93,0.36,275.46,309,0,4,14282.19
inference,217.97,1036.26,1226.25,1633,0,4,14500.160000000002
inference,217.83,1134.08,1313.94,1754,0,4,14717.990000000002
inference,217.45,1168.61,1963.71,1858,0,4,14935.44
inference,217.47,1090.18,1355.97,1775,248,4,15152.910000000002
inference,217.7,1147.88,1335.5,1856,78,4,15370.61
inference,217.46,1118.52,1386.5,1849,243,4,15588.070000000002
inference,217.54,1255.12,1497.1,1944,0,4,15805.61
inference,217.42,1250.05,1432.68,1950,703,4,16023.03
inference,217.96,1116.28,1839.64,2386,1039,4,16240.99
inference,217.6,1325.27,1636.87,2073,32,4,16458.59
inference,217.11,1123.31,1276.95,1902,855,4,16675.7
inference,218.29,962.15,1154.85,1498,654,4,16893.989999999998
inference,218.36,1166.95,1417.27,1946,0,4,17112.35
inference,217.56,1537.41,1777.4,2381,1658,4,17329.91
inference,216.85,1393.52,1576.48,2301,1848,4,17546.76
inference,217.86,2295.25,2678.74,3943,793,4,17764.62
inference,217.46,2491.71,2684.86,3320,3020,4,17982.079999999998
inference,218.27,2734.45,2914.81,3322,5744,4,18200.35
inference,217.19,2863.29,3049.46,3393,7138,4,18417.54
inference,217.56,2797.8,3059.51,3673,8481,4,18635.1
inference,218.2,2641.42,2821.89,3281,7216,4,18853.3
inference,218.15,2704.09,2888.39,3310,6856,4,19071.45
inference,218.18,2788.64,2972.91,3593,8187,4,19289.629999999997
inference,218.38,2610.56,2792.17,3215,7228,4,19508.01
inference,218.14,2733.05,2956.11,3356,6883,4,19726.149999999998
inference,217.49,2779.58,2972.56,3536,8348,4,19943.64
inference,218.16,2604.54,2832.33,3218,7440,4,20161.8
inference,216.98,2826.98,3009.81,3535,6335,4,20378.78
inference,218.17,2511.02,2696.52,3144,8171,4,20596.95
inference,218.01,2793.56,2988.51,3325,6211,4,20814.96
inference,217.67,2671.78,2860.47,3459,8266,4,21032.629999999997
inference,218.15,2616.05,2886.7,3411,6248,4,21250.78
inference,217.46,2820.08,3024.25,3642,7742,4,21468.239999999998
inference,218.28,2489.49,3354.53,3349,7132,4,21686.52
inference,217.57,2683.78,2991.01,3603,6771,4,21904.09
inference,219.19,2582.91,2763.96,3112,7188,4,22123.28
inference,217.56,2843.36,3038.94,3553,6889,4,22340.84
inference,218.66,2467.17,2737.68,3361,7570,4,22559.5
inference,216.81,2888.55,3649.07,4170,6526,4,22776.309999999998
inference,217.68,2473.82,2906.17,3762,8547,4,22993.989999999998
inference,219.67,2615.06,4136.89,5244,6307,4,23213.66
inference,218.24,2474.57,2938.12,3574,7989,4,23431.899999999998
inference,217.63,2697.36,3219.75,3988,6603,4,23649.53
inference,218.01,2440.17,2879.54,3491,7949,4,23867.54
inference,217.77,2345.28,4947.75,6571,7027,4,24085.309999999998
inference,217.54,2676.01,3316.91,4050,5253,4,24302.85
inference,217.78,2506.51,2886.84,3605,7401,4,24520.629999999997
inference,217.9,2452.85,3177.22,3924,7255,4,24738.53
inference,216.78,2649.78,3009.33,3667,5654,4,24955.309999999998
inference,218.15,2473.16,2770.77,3177,7399,4,25173.46
inference,217.89,2626.46,2848.14,3649,7380,4,25391.35
inference,218.93,2435.42,4209.73,5746,5549,4,25610.28
inference,218.71,2514.42,3835.41,4943,7441,4,25828.989999999998
inference,219.14,2313.75,3781.28,4837,7444,4,26048.129999999997
inference,217.71,2531.8,3614.05,4598,6357,4,26265.84
inference,216.97,2515.55,3725.29,4802,5585,4,26482.809999999998
inference,218.06,2665.06,3330.51,3898,7545,4,26700.87
inference,217.58,2419.65,2792.84,3530,7984,4,26918.45
inference,217.52,2547.09,6432.7,7815,5143,4,27135.969999999998
inference,217.85,2689.13,2872.76,3470,6441,4,27353.82
inference,218.17,2358.95,3408.54,5092,7615,4,27571.989999999998
inference,218.68,2560.23,3532.42,4811,6555,4,27790.67
inference,218.06,2199.27,2462.5,3004,5807,4,28008.73
inference,218.64,2660.62,2889.48,3412,5164,4,28227.37
inference,218.12,2171.92,3948.94,5580,7762,4,28445.489999999998
inference,217.43,2517.3,11237.32,9870,6955,4,28662.92
inference,218.0,2480.09,7599.2,10775,5551,4,28880.92
inference,219.67,2517.75,8498.46,12637,6307,4,29100.59
inference,220.43,2402.09,8102.73,12331,6974,4,29321.02
inference,221.29,2364.41,9416.7,12929,6986,4,29542.309999999998
inference,220.86,2182.55,8354.18,11976,6073,4,29763.17
inference,218.39,2511.34,8159.95,12565,5945,4,29981.559999999998
inference,218.82,2467.63,6798.01,10328,5504,4,30200.379999999997
inference,219.74,2375.2,5466.12,7618,7234,4,30420.12
inference,221.19,2544.72,3517.5,3992,8724,4,30641.309999999998
inference,218.31,2485.14,3160.55,4159,7672,4,30859.62
inference,218.41,2518.54,4887.5,6584,5446,4,31078.03
inference,219.9,2286.49,4236.63,5825,7820,4,31297.93
inference,220.11,2493.12,4281.13,5506,7822,4,31518.04
inference,218.51,2276.78,4243.95,5766,7346,4,31736.55
inference,218.8,2426.24,4285.39,5539,6274,4,31955.35
inference,218.29,2489.81,5267.91,6761,5800,4,32173.64
inference,219.06,2615.55,4472.79,5309,7751,4,32392.7
inference,219.18,2162.05,3956.14,5470,7920,4,32611.88
inference,218.9,2381.65,4357.74,5980,6725,4,32830.780000000006
inference,219.27,2439.42,4471.6,6275,6706,4,33050.05
inference,219.11,2269.96,4693.34,6275,6298,4,33269.16
inference,219.6,2537.57,3829.72,4845,7006,4,33488.76
inference,219.27,2377.86,4533.27,5947,6498,4,33708.030000000006
inference,220.05,2363.56,3827.5,4885,7000,4,33928.08
inference,219.33,2684.55,2981.37,3497,6953,4,34147.41
inference,218.71,2192.64,2418.22,3059,6625,4,34366.12
inference,218.9,2437.15,2652.27,3426,6570,4,34585.020000000004
inference,218.31,2525.54,3682.7,4517,5350,4,34803.33
inference,218.06,2242.19,4595.41,6590,5598,4,35021.39
inference,218.67,2384.43,3148.67,3841,7282,4,35240.060000000005
inference,218.47,2424.61,2668.73,3415,5625,4,35458.530000000006
inference,218.37,2612.18,2858.95,3444,6156,4,35676.9
inference,218.43,2535.6,2921.02,3777,6654,4,35895.33
inference,219.01,2423.31,4160.52,5552,7032,4,36114.340000000004
inference,220.16,2297.24,3407.0,4533,6109,4,36334.5
inference,218.95,2403.18,4112.94,3910,7490,4,36553.450000000004
inference,218.46,2206.61,2491.57,3374,6371,4,36771.91
inference,219.09,2479.57,2725.53,3419,5887,4,36991.0
inference,218.29,2224.36,3270.94,4645,5486,4,37209.29
inference,217.76,2450.07,3319.54,4289,5374,4,37427.05
inference,218.46,2177.03,4064.79,5443,5722,4,37645.51
inference,217.79,2408.27,4453.69,5689,7122,4,37863.3
inference,218.57,2405.13,3173.17,4250,6359,4,38081.87
inference,219.01,2479.46,2745.44,3571,5659,4,38300.880000000005
inference,218.66,2506.04,2740.34,3485,5580,4,38519.54
inference,218.48,2559.8,2937.92,3735,6577,4,38738.020000000004
inference,218.56,2522.8,2885.04,3807,6595,4,38956.58
inference,219.67,2515.87,2839.76,3564,6442,4,39176.25
inference,218.44,2401.14,2726.97,3365,6874,4,39394.69
inference,217.84,2232.33,2675.65,3622,6556,4,39612.530000000006
inference,218.98,2412.72,2769.18,3521,6275,4,39831.51
inference,218.51,2382.31,3700.58,5130,5690,4,40050.020000000004
inference,218.74,2416.42,3668.52,4485,5853,4,40268.76
inference,218.73,2501.42,2727.35,3360,5710,4,40487.490000000005
inference,218.62,2411.45,2608.82,3357,5683,4,40706.11
inference,218.12,2591.45,2783.12,3338,5809,4,40924.23
inference,218.65,2545.98,2809.22,3448,6652,4,41142.880000000005
inference,218.69,2577.51,2771.83,3402,7157,4,41361.57
inference,218.83,2526.56,2719.9,3249,6639,4,41580.4
inference,218.68,2270.72,2500.02,3059,6672,4,41799.08
inference,218.22,2254.54,2448.17,3221,6754,4,42017.3
inference,219.03,2420.0,2635.17,3347,6255,4,42236.33
inference,218.62,2555.14,3936.82,4972,5789,4,42454.950000000004
inference,219.19,2470.26,2711.46,3394,5805,4,42674.14
inference,219.04,2423.73,2633.74,3378,5817,4,42893.18
inference,218.55,2498.05,2945.84,3766,5821,4,43111.73
inference,218.57,2455.19,2672.31,3459,6575,4,43330.3
inference,218.82,2567.28,2764.55,3391,6698,4,43549.12
inference,218.71,2525.42,2755.44,3393,6727,4,43767.83
inference,218.63,2548.38,2746.65,3165,7142,4,43986.46000000001
inference,217.6,2304.12,5168.12,6305,6852,4,44204.060000000005
inference,218.11,2250.02,2451.78,3173,6425,4,44422.170000000006
inference,219.52,2412.58,2615.6,3298,6593,4,44641.69
inference,219.13,2502.14,2701.99,3340,5890,4,44860.82
inference,218.69,2390.67,2604.81,3370,5910,4,45079.51
inference,219.52,2446.56,2722.39,3435,5940,4,45299.030000000006
inference,219.49,2430.32,2632.78,3362,5967,4,45518.520000000004
inference,219.36,2542.37,2763.32,3378,6574,4,45737.880000000005
inference,219.25,2527.44,2721.86,3320,6815,4,45957.130000000005
inference,219.03,2562.33,2793.2,3410,6855,4,46176.16
inference,219.13,2536.31,2731.33,3213,7255,4,46395.29
inference,218.86,2297.88,2491.84,3052,6864,4,46614.15
inference,218.46,2233.44,2430.46,3140,6872,4,46832.61
inference,219.45,2384.73,2572.99,3304,6656,4,47052.060000000005
inference,219.81,2454.79,2692.89,3312,6015,4,47271.87
inference,219.05,2422.66,2620.45,3305,6037,4,47490.920000000006
inference,219.48,2429.12,2627.95,3290,6053,4,47710.4
inference,219.17,2372.93,2576.04,3285,6064,4,47929.57
inference,218.99,2497.18,2733.14,3365,6757,4,48148.560000000005
inference,219.56,2505.58,2712.73,3311,6863,4,48368.12
inference,218.98,2536.86,2731.27,3347,7383,4,48587.100000000006
inference,219.22,2526.01,2721.86,3161,6932,4,48806.32
inference,218.89,2228.17,2421.62,3015,6920,4,49025.21000000001
inference,218.57,2218.14,2459.1,3166,7438,4,49243.780000000006
inference,220.21,2376.7,2558.47,3238,6625,4,49463.990000000005
inference,219.73,2388.57,2614.93,3350,6130,4,49683.72
inference,218.82,2376.41,2578.28,3268,6180,4,49902.54
inference,219.84,2468.72,2667.88,3275,6192,4,50122.380000000005
inference,218.86,2124.54,2468.2,3148,6191,4,50341.240000000005
inference,219.55,2361.24,2562.73,3288,6209,4,50560.79
inference,218.45,2447.16,2682.06,3314,6436,4,50779.240000000005
inference,219.07,2503.47,2703.03,3296,7036,4,50998.310000000005
inference,219.4,2460.35,2668.11,3341,7039,4,51217.71000000001
inference,219.34,2331.11,2525.44,3273,7470,4,51437.05
inference,219.37,2455.44,2675.53,3041,7103,4,51656.420000000006
inference,218.51,2216.69,2417.09,3007,7038,4,51874.93
inference,218.7,2210.79,2408.74,3169,7624,4,52093.630000000005
inference,219.76,2371.05,2558.09,3245,6594,4,52313.39
inference,219.97,2394.72,2598.27,3223,6289,4,52533.36
inference,219.26,2243.07,2484.51,3261,6296,4,52752.62
inference,219.7,2411.04,2616.57,3213,6353,4,52972.32
inference,219.21,2327.52,2525.48,3170,6336,4,53191.530000000006
inference,218.47,2304.4,2499.61,3209,6925,4,53410.0
inference,219.09,2462.95,2685.4,3273,7090,4,53629.090000000004
tokenizer,215.72,0.63,174.05,125,0,5,0.0
tokenizer,235.12,0.56,75.96,94,0,5,235.12000000000003
tokenizer,229.12,0.29,76.67,96,0,5,464.24
tokenizer,232.36,0.27,126.98,189,0,5,696.6
tokenizer,233.49,104.27,190.98,360,30,5,930.0899999999999
model load,216.71,0.65,221.64,162,0,5,1146.8
model load,235.43,0.4,118.33,144,0,5,1382.23
model load,238.11,0.28,73.64,122,8,5,1620.34
model load,233.38,0.33,94.54,107,0,5,1853.72
model load,233.21,7.61,105.77,120,0,5,2086.9300000000003
model load,239.19,664.06,6950.95,8771,0,5,2326.1200000000003
model load,218.71,14176.75,14384.11,15678,46,5,2544.8300000000004
model load,216.59,3598.41,4136.04,7623,0,5,2761.42
model load,218.06,4089.35,4637.35,9222,65,5,2979.4800000000005
model load,218.76,3547.36,4424.64,8169,92,5,3198.2400000000002
model load,218.44,4121.18,5066.68,9810,78,5,3416.6800000000003
model load,218.41,3490.5,3977.18,7875,165,5,3635.09
model load,216.98,4140.96,4745.73,9770,87,5,3852.07
model load,218.32,3605.02,4086.55,7997,88,5,4070.39
model load,218.27,4117.82,4751.89,9374,60,5,4288.66
model load,219.15,3663.54,4152.95,7944,105,5,4507.8099999999995
model load,217.79,4134.67,4731.96,9385,68,5,4725.599999999999
model load,217.19,3544.9,4074.06,7993,115,5,4942.79
model load,218.08,4031.28,4522.1,9680,55,5,5160.87
model load,218.09,3894.71,4429.54,8643,78,5,5378.96
model load,217.43,3839.75,4391.71,8555,69,5,5596.389999999999
model load,218.2,4132.13,4721.9,9294,74,5,5814.59
model load,218.68,3068.46,3535.2,6919,105,5,6033.2699999999995
model load,218.71,4017.32,4597.15,9049,50,5,6251.98
model load,217.93,2971.13,3666.42,7970,73,5,6469.91
model load,218.11,3109.11,3907.92,9023,46,5,6688.0199999999995
model load,216.93,2968.07,3730.21,8814,32,5,6904.95
model load,217.17,3152.57,3870.02,9306,60,5,7122.12
model load,218.55,3015.88,3802.73,8044,51,5,7340.67
model load,217.67,2651.32,3302.4,7805,64,5,7558.34
model load,217.97,2291.2,2777.96,5262,41,5,7776.3099999999995
model load,217.47,3120.94,4042.5,9284,32,5,7993.78
model load,217.28,2842.17,3971.54,8938,14,5,8211.060000000001
model load,219.64,2473.4,3986.3,9320,83,5,8430.7
model load,217.52,857.47,2774.5,5425,18,5,8648.220000000001
model load,276.45,3.87,1884.3,3559,14,5,8924.67
model load,398.84,9.2,1246.55,1735,22,5,9323.51
model load,264.53,130.82,1333.25,3123,0,5,9588.04
model load,330.71,1454.37,2328.05,4100,0,5,9918.75
model load,217.31,2943.65,3656.77,8854,51,5,10136.060000000001
model load,217.63,3073.43,3801.61,8951,9,5,10353.69
model load,217.67,3059.18,3924.32,8472,55,5,10571.36
model load,217.95,2379.43,3161.43,7071,14,5,10789.310000000001
model load,218.36,3212.55,4044.91,9178,87,5,11007.67
model load,217.85,3227.86,4194.04,10167,23,5,11225.52
model load,217.55,2751.47,4011.7,9750,60,5,11443.070000000002
